date,Account,pnl
2024-11-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,393.07947
2024-11-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1479.677222
2024-11-11,0x8477e447846c758f5a675856001ea72298fd9cb5,4876.874304
2024-11-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1582.001112
2024-11-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,8544.6855
2024-11-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,3721.345649
2024-11-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1157.689489
2024-11-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1083.777057
2024-11-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,698.009722
2024-11-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1567.4026840000001
2024-11-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,994.238977
2024-11-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,39.7705
2024-11-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,274998.942584
2024-11-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0
2024-11-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,24663.690943
2024-12-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1925.519024
2024-12-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,913.8817869999998
2024-12-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3039.166
2024-12-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-12-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2237.798674
2024-12-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2830.444513
2024-12-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-12-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-12-06,0x8477e447846c758f5a675856001ea72298fd9cb5,-21886.531493
2024-12-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-12-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-12-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1412.314654
2024-12-08,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0
2024-12-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,858.6705000000001
2024-12-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-12-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,541.55471
2024-12-11,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0
2024-12-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0
2024-12-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2053.119744
2024-12-11,0x8477e447846c758f5a675856001ea72298fd9cb5,1441.27965
2024-12-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,5806.86932
2024-12-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,7639.595794
2024-12-12,0x420ab45e0bd8863569a5efbb9c05d91f40624641,1762.46
2024-12-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,574.398074
2024-12-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-12-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0
2024-12-12,0x6d6a4b953f202f8df5bed40692e7fd865318264a,362.84131
2024-12-12,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0
2024-12-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,323.34897900000016
2024-12-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2512.437585
2024-12-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,15.24474
2024-12-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,449328.107544
2024-12-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0
2024-12-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,130826.491662
2025-01-01,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,109.82694000000001
2025-01-01,0x39cef799f8b69da1995852eea189df24eb5cae3c,-9655.676981
2025-01-01,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,17.784696
2025-01-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2025-01-01,0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,0.0
2025-01-01,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0
2025-01-02,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,1162.002541
